eri_bird_id,id,info_source,banded,applicant_id_eri,band_number,permit_id,eri_application_id,parrot_status,end_date,range,has_parrot,why_no_parrot,when_no_parrot,where_no_parrot,date_parrot_loss_info_provided,new_owner,new_owner_address,new_owner_contact,species_descrip_by_applicant,species_id,parrot_picture,period_of_ownership,period_of_ownership_months,date_period_provided,method_obtained,town_obtained,district_obtain,pet_name,sex,justification_sex_by_applicant,parrot_age_description,parrot_age_months,date_parrot_age_described,is_healthy,health_comments,health_comms_by_professional,stories,bird_comments
App_1712,Bird_1892,NULL,NULL,NULL,4.0,Mealy Parrot,UNKNOWN,UNKNOWN,UNKNOWN,Application,NULL,24.0,2.0,Gifted,NULL,NULL,Cage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1713,Bird_1893,NULL,NULL,NULL,NULL,Parrot,UNKNOWN,0.0,10.0,Application,NULL,10.0,0.0,Gifted,NULL,NULL,Cage,Front porch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1714,Bird_1894,NULL,NULL,NULL,3.0,White-fronted Parrot,Male,NULL,NULL,Application,NULL,36.0,3.0,Bought,NULL,NULL,Cage,Front porch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1714,Bird_1895,NULL,NULL,NULL,3.0,White-fronted Parrot,Female,NULL,NULL,Application,NULL,36.0,3.0,Bought,NULL,NULL,Cage,Front porch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1714,Bird_1896,NULL,NULL,NULL,1.0,Red-lored Parrot,Female,NULL,NULL,Application,NULL,60.0,5.0,Bought,NULL,NULL,Cage,Front porch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1715,Bird_1897,NULL,NULL,NULL,1.0,Red-lored Parrot,UNKNOWN,2.0,24.0,Application,NULL,24.0,2.0,Gifted,NULL,NULL,Cage,Inside and outside,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1716,Bird_1898,NULL,NULL,NULL,NULL,Parrot,UNKNOWN,UNKNOWN,UNKNOWN,Application,NULL,120.0,10.0,Gifted,NULL,NULL,Cage,NULL,4*6*6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1716,Bird_1899,NULL,NULL,NULL,NULL,Parrot,UNKNOWN,UNKNOWN,UNKNOWN,Application,NULL,120.0,10.0,Gifted,NULL,NULL,Cage,NULL,4*6*6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1717,Bird_1900,NULL,NULL,NULL,NULL,Parrot,UNKNOWN,UNKNOWN,UNKNOWN,Application,NULL,6.0,0.0,Found,Bella Vista Village,Toledo,Cage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1717,Bird_1901,NULL,NULL,NULL,NULL,Parrot,UNKNOWN,UNKNOWN,UNKNOWN,Application,NULL,6.0,0.0,Found,Bella Vista Village,Toledo,Cage,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1718,Bird_1902,NULL,NULL,NULL,2.0,Yellow-headed Parrot,NULL,30.0,360.0,Application,NULL,360.0,30.0,Rescued,Swasey River,NULL,Cage,Indoor porch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1719,Bird_1903,NULL,NULL,NULL,NULL,Parrot,Female,1.0,13.0,Application,NULL,12.0,1.0,Gifted,Silk Grass,Stann Creek,NULL,NULL,NULL,NULL,Rescued from wildfire when it was nestling,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1720,Bird_1904,NULL,NULL,NULL,NULL,Parrot,Male,2.0,24.0,Application,NULL,24.0,2.0,Rescued,NULL,NULL,Free,NULL,NULL,NULL,Fell off the tree and was rescued,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1720,Bird_1905,NULL,NULL,NULL,NULL,Parrot,Male,2.0,24.0,Application,NULL,24.0,2.0,Rescued,NULL,NULL,Free,NULL,NULL,NULL,Fell off the tree and was rescued,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1720,Bird_1906,NULL,NULL,NULL,NULL,Parrot,Female,2.0,24.0,Application,NULL,24.0,2.0,Rescued,NULL,NULL,Free,NULL,NULL,NULL,Fell off the tree and was rescued,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1721,Bird_1907,NULL,NULL,NULL,2.0,Yellow-headed Parrot,UNKNOWN,3.0,36.0,Application,NULL,36.0,3.0,Gifted,NULL,NULL,Cage,On veranda railing,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1722,Bird_1908,NULL,NULL,NULL,NULL,Parrot,Male,NULL,NULL,Application,NULL,48.0,4.0,Undefined,NULL,NULL,Cage,NULL,10*10,NULL,Undefined which parrot was gifted and which was taken from the wild,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1722,Bird_1909,NULL,NULL,NULL,NULL,Parrot,Male,NULL,NULL,Application,NULL,48.0,4.0,Undefined,NULL,NULL,Cage,NULL,10*10,NULL,Undefined which parrot was gifted and which was taken from the wild,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1723,Bird_1910,NULL,NULL,NULL,1.0,Red-lored Parrot,NULL,NULL,NULL,Application,NULL,12.0,1.0,Gifted,NULL,NULL,Cage,Inside,NULL,NULL,"Family member coul not take care of parrot so it was gifted to her, parrot stays inside aswell",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1724,Bird_1911,NULL,NULL,NULL,NULL,Parrot,NULL,NULL,NULL,Application,NULL,24.0,2.0,Gifted,NULL,NULL,NULL,Indoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1725,Bird_1912,NULL,NULL,NULL,1.0,Red-lored Parrot,UNKNOWN,UNKNOWN,UNKNOWN,Application,NULL,10.0,0.0,Gifted,NULL,NULL,Cage,NULL,4*5*8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
App_1726,Bird_1913,NULL,NULL,NULL,2.0,Yellow-headed Parrot,UNKNOWN,3.0,36.0,Application,NULL,36.0,3.0,Taken from the wild,NULL,NULL,NULL,NULL,NULL,NULL,Parrot is kept mostly outdoor,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
